Id,Truth,Score1,Score5,Predicted1,Predicted2,Predicted3,Predicted4,Predicted5
4185,196,1,1,196,192,154,191,117
49003,999,0,0,766,941,888,312,754
34533,289,1,1,289,381,555,697,554
2952,337,1,1,337,335,800,671,312
31731,125,0,0,117,158,60,208,367
6442,787,1,1,787,219,369,809,939
30823,724,0,1,701,717,724,367,690
1387,423,1,1,423,437,415,411,384
45923,360,1,1,360,359,681,682,724
14886,883,1,1,883,859,831,798,996
25322,708,0,0,930,890,559,921,898
15794,484,0,0,611,478,477,615,457
39301,303,0,0,898,298,223,571,716
44631,521,0,0,892,673,337,336,341
12051,549,1,1,549,519,842,541,721
45889,518,1,1,518,521,528,532,522
16911,58,0,1,67,28,58,129,1
25288,192,1,1,192,64,154,42,181
20570,918,0,0,223,544,978,857,354
17603,597,0,0,224,602,624,627,394
41063,364,1,1,364,367,368,459,922
34163,874,0,0,777,875,675,819,820
49453,928,1,1,928,762,766,939,814
3210,930,0,1,963,930,769,888,921
28140,282,0,0,252,273,288,285,260
30989,337,0,0,766,820,335,461,868
6012,169,1,1,169,7,163,61,44
34499,494,0,1,501,494,462,499,500
31361,55,0,1,126,55,191,150,198
24860,922,1,1,922,723,306,724,718
41599,692,0,1,701,686,923,692,700
12401,155,1,1,155,136,28,1,62
44261,934,1,1,934,907,379,531,997
39751,832,0,0,919,299,317,335,298
38843,864,0,1,768,975,806,864,671
25772,341,0,0,856,39,258,299,84
16442,953,0,1,612,953,634,974,623
40222,115,0,0,112,64,114,187,180
20823,180,0,1,66,20,207,180,132
11387,170,0,0,25,17,194,41,121
21731,968,1,1,968,546,788,997,867
49900,327,0,1,321,741,327,324,322
5794,566,0,1,698,959,488,566,485
2051,474,1,1,474,627,653,654,178
29301,999,1,1,999,886,993,322,648
4886,339,1,1,339,552,770,227,841
35322,515,0,0,298,765,297,884,877
48612,509,0,0,846,841,505,895,338
30120,605,1,1,605,606,618,604,607
596,539,0,1,293,381,539,289,306
7253,43,1,1,43,89,173,171,2
24533,141,1,1,141,172,125,151,179
12952,144,1,1,144,151,117,49,106
13640,152,1,1,152,33,35,106,210
45020,516,0,1,984,591,504,565,516
38510,975,1,1,975,768,754,953,734
14185,516,0,0,730,225,698,483,712
24499,228,1,1,228,552,914,944,550
21361,104,1,1,104,163,111,93,96
41960,406,1,1,406,407,8,474,80
40672,560,1,1,560,865,949,926,673
16012,913,0,0,951,775,826,799,967
28843,921,0,1,803,749,879,921,810
48242,384,1,1,384,383,407,399,404
35772,686,1,1,686,701,690,933,685
34860,188,1,1,188,129,52,53,9
29751,125,1,1,125,110,133,32,168
2401,455,1,1,455,445,451,458,448
7603,899,0,1,805,899,781,817,652
6911,957,1,1,957,507,711,317,943
35288,509,1,1,509,758,593,637,533
30570,781,0,1,44,1000,781,376,505
40388,443,1,1,443,456,444,442,457
38140,459,0,1,460,459,461,620,458
45470,891,0,0,928,762,847,939,842
13210,664,0,0,839,508,978,987,516
20989,140,1,1,140,130,139,170,176
24163,122,1,1,122,185,73,111,96
30065,184,1,1,184,51,211,187,173
32058,367,0,0,717,359,938,248,700
19308,494,1,1,494,497,495,611,655
7316,858,0,1,544,858,978,573,543
12817,93,1,1,93,68,151,36,47
24476,71,1,1,71,118,197,173,179
47158,930,1,1,930,774,945,921,599
11738,95,1,1,95,40,69,118,48
38455,140,1,1,140,130,17,143,170
45165,975,1,1,975,768,704,830,592
13705,335,1,1,335,584,307,839,562
20966,798,0,0,983,955,814,874,883
40367,768,0,0,864,828,734,974,900
16507,602,1,1,602,634,638,610,612
23649,984,0,1,379,984,722,585,891
8519,600,0,1,38,600,166,499,83
21674,978,0,0,928,850,762,842,583
29244,269,1,1,269,276,285,271,273
2114,914,0,1,567,843,980,729,914
129,885,0,1,737,885,813,754,743
49845,625,1,1,625,634,622,629,630
48757,81,0,1,213,81,11,212,74
35267,670,0,1,671,670,662,672,771
7746,71,0,1,95,589,958,71,1000
83,709,0,0,315,694,347,677,340
4869,58,1,1,58,67,62,1,55
30435,355,1,1,355,531,899,344,883
19758,923,0,1,582,519,371,767,923
32408,239,0,1,565,826,507,239,594
6854,744,0,0,745,838,874,332,357
11368,197,1,1,197,50,171,124,84
47508,251,0,1,542,905,251,341,885
14490,47,1,1,47,36,208,107,151
13355,50,0,0,184,155,84,51,126
45535,593,0,0,525,804,228,919,944
38005,792,0,0,972,751,986,233,979
24026,723,0,0,162,476,464,407,424
8149,727,0,1,723,309,898,727,310
23219,940,1,1,940,371,827,809,755
41825,709,0,1,694,709,704,936,703
43818,994,1,1,994,924,767,782,872
10980,779,1,1,779,807,766,572,763
21224,82,1,1,82,113,70,130,45
11692,788,0,0,677,711,930,708,963
16157,187,1,1,187,89,70,115,184
40737,698,0,1,341,698,766,580,345
35637,350,0,0,866,732,814,571,868
48307,543,0,0,674,676,811,514,533
28906,919,0,1,762,517,919,809,335
36918,172,1,1,172,141,94,125,2
2544,367,0,0,856,825,770,837,938
29614,793,1,1,793,823,947,974,822
579,711,0,0,319,679,324,684,340
34925,778,0,1,576,778,514,676,820
5281,528,1,1,528,532,522,518,779
18519,908,1,1,908,936,220,292,880
33649,573,0,0,660,959,561,512,559
31674,461,0,1,460,461,458,459,462
30966,392,0,1,412,392,397,391,403
6507,756,1,1,756,222,374,848,968
25267,981,0,1,913,746,592,735,981
45866,449,1,1,449,448,447,464,458
12114,241,1,1,241,242,235,715,244
44774,199,1,1,199,203,11,35,432
39244,486,1,1,486,812,981,487,746
10129,340,0,0,260,699,685,705,694
46749,752,0,0,515,508,919,512,840
17316,436,0,0,225,658,483,615,490
41576,520,1,1,520,576,522,523,778
20065,152,1,1,152,33,126,160,119
9308,733,1,1,733,719,691,732,722
22058,68,1,1,68,924,126,994,93
1738,978,0,0,959,863,764,567,509
3705,614,0,0,533,914,382,866,757
28455,931,0,1,781,931,108,121,788
2817,458,1,1,458,459,461,652,455
34476,215,1,1,215,13,600,403,407
49146,93,0,1,589,576,68,146,93
1692,325,1,1,325,744,736,738,462
6157,955,0,0,591,811,798,861,593
33219,497,1,1,497,494,495,490,481
18149,629,1,1,629,636,625,621,639
980,774,0,0,928,921,749,818,879
31224,106,1,1,106,168,151,49,141
26918,82,1,1,82,170,45,187,143
39614,766,0,1,953,859,766,580,336
44324,593,0,1,546,534,593,906,531
12544,777,0,1,703,777,568,788,708
46319,334,0,0,372,382,898,369,344
10579,581,0,0,603,621,497,619,579
24925,879,0,0,966,864,967,370,750
15281,451,0,0,473,389,493,406,492
25637,13,0,1,195,13,210,126,183
38906,374,1,1,374,291,275,755,570
14869,648,1,1,648,453,649,365,455
20435,517,1,1,517,261,353,702,310
22408,488,1,1,488,758,509,871,902
9758,315,0,0,521,862,813,766,762
16854,690,1,1,690,933,686,701,522
41126,427,0,1,430,476,405,259,427
17746,717,0,1,922,374,381,186,717
10083,537,1,1,537,445,446,881,522
49516,180,0,0,66,149,20,105,3
34026,531,1,1,531,889,755,814,877
1368,384,1,1,384,383,399,407,388
4490,882,1,1,882,257,279,262,920
28005,356,1,1,356,899,354,799,349
3355,41,0,0,431,232,44,176,172
47621,551,0,0,552,869,228,556,573
11041,486,1,1,486,487,485,878,459
16784,571,1,1,571,298,333,722,310
9888,46,1,1,46,45,189,170,176
26332,377,1,1,377,371,505,536,376
17896,717,1,1,717,723,577,816,539
46933,401,0,0,403,407,430,406,404
2397,31,0,0,218,147,101,33,126
33833,436,0,0,434,388,407,391,412
5452,530,1,1,530,536,532,761,671
19471,780,0,1,989,780,721,684,690
32721,857,1,1,857,559,534,660,965
1942,465,0,1,471,465,500,480,484
37523,510,0,1,944,869,510,573,870
7195,870,1,1,870,863,978,516,929
650,85,0,1,686,701,85,834,53
8260,858,1,1,858,544,863,250,346
23130,575,1,1,575,702,839,233,846
42423,575,0,0,997,803,779,901,921
14243,598,1,1,598,569,538,684,924
13586,286,1,1,286,281,265,920,285
26762,996,0,1,859,996,823,675,983
11411,702,1,1,702,716,683,718,990
47271,170,1,1,170,17,25,46,45
42589,734,1,1,734,813,670,754,829
27870,399,1,1,399,401,414,412,394
48184,645,1,1,645,644,332,642,320
32371,240,0,1,241,242,240,221,235
19021,909,1,1,909,837,805,296,297
37489,73,0,0,683,851,816,258,405
29497,400,1,1,400,199,435,8,73
5002,157,1,1,157,101,164,10,737
33999,811,1,1,811,831,336,694,814
200,956,1,1,956,384,812,383,886
37173,909,0,0,888,850,766,580,842
14613,955,0,0,708,619,707,703,618
42073,458,0,1,483,458,225,461,365
9922,153,1,1,153,384,383,55,8
38286,108,1,1,108,295,39,165,162
23560,652,1,1,652,620,647,384,964
8630,237,1,1,237,238,264,826,288
26298,523,0,1,987,978,929,523,520
15901,984,1,1,984,546,775,591,968
46899,550,1,1,550,510,869,508,944
17195,91,1,1,91,145,210,208,88
10650,285,0,1,273,285,265,271,752
46030,738,1,1,738,734,864,325,974
11942,231,0,1,542,251,231,539,250
27523,195,1,1,195,212,23,455,34
4243,387,1,1,387,413,386,392,415
3586,633,0,0,684,838,471,735,743
33130,332,1,1,332,652,327,779,625
18260,78,1,1,78,147,120,216,186
36332,919,0,1,762,303,317,516,919
7896,464,0,1,472,467,471,480,464
1041,891,1,1,891,858,890,544,578
6784,726,1,1,726,852,832,299,317
19888,640,1,1,640,639,621,623,862
22721,719,0,0,545,682,804,256,262
9471,232,1,1,232,459,6,178,364
12397,869,1,1,869,510,550,228,552
23833,625,1,1,625,622,639,640,638
15452,167,1,1,167,458,103,212,14
43232,130,1,1,130,170,140,45,114
27173,569,0,1,291,258,569,950,800
23999,218,0,0,40,48,182,331,89
46460,523,0,1,300,523,706,557,710
10200,236,1,1,236,353,681,718,248
43398,374,1,1,374,289,258,521,554
18630,74,1,1,74,78,23,48,212
33560,334,0,0,718,887,667,521,571
36298,679,1,1,679,694,726,765,517
5901,417,1,1,417,654,653,414,258
49795,755,1,1,755,586,376,874,531
48887,481,1,1,481,492,459,490,603
4613,499,0,1,501,499,500,673,325
19922,20,0,1,189,20,17,66,25
28286,878,1,1,878,653,893,406,327
1411,898,0,0,284,286,280,283,869
37870,745,1,1,745,744,644,630,642
36762,345,0,1,787,809,346,345,341
39497,317,1,1,317,898,305,303,300
43662,67,0,1,58,67,407,129,34
15002,275,1,1,275,374,239,826,784
42970,602,1,1,602,605,609,624,606
9021,845,0,0,770,866,854,865,949
22371,154,1,1,154,64,33,42,70
27489,185,0,0,73,203,75,135,199
36277,906,1,1,906,960,889,850,664
3139,114,0,1,79,114,115,184,112
28269,520,1,1,520,530,529,774,914
1104,37,0,1,111,37,166,7,92
48868,945,1,1,945,985,938,176,200
9534,211,1,1,211,51,210,126,145
22664,64,1,1,64,154,42,112,115
20659,256,1,1,256,258,260,705,709
43377,309,1,1,309,310,525,308,297
15517,683,1,1,683,722,839,690,689
23976,12,0,1,57,12,65,9,136
39182,35,1,1,35,74,48,53,111
46175,23,0,1,438,23,122,427,421
10715,965,1,1,965,988,508,857,533
44148,550,1,1,550,510,863,511,228
12728,229,1,1,229,885,331,319,743
39478,501,0,0,365,649,730,446,655
27466,994,1,1,994,856,924,597,294
11807,176,0,1,139,194,138,167,176
28793,790,1,1,790,223,846,664,770
4306,383,1,1,383,384,388,429,425
49280,129,1,1,129,188,218,216,53
31048,160,1,1,160,152,33,126,49
29881,361,0,1,360,361,682,359,681
18325,702,0,0,538,343,828,356,349
33075,262,1,1,262,882,257,287,256
6291,101,1,1,101,157,48,72,45
37935,609,1,1,609,608,605,607,624
28639,814,1,1,814,345,909,928,750
3569,477,0,0,798,586,514,859,755
1554,682,1,1,682,722,596,686,780
35908,102,1,1,102,168,179,205,172
36627,984,0,0,295,921,565,930,888
15147,568,1,1,568,709,569,308,684
43727,141,1,1,141,102,172,151,179
12682,276,0,0,565,701,291,834,352
22234,341,1,1,341,336,799,337,970
13990,183,1,1,183,52,152,922,61
9164,563,1,1,563,512,580,778,268
40808,165,1,1,165,78,147,81,108
42835,527,1,1,527,843,752,548,271
20209,573,0,0,921,842,575,889,997
27036,887,1,1,887,237,252,244,247
10345,870,1,1,870,661,510,944,978
46525,282,0,0,923,545,932,245,366
17480,511,0,1,531,862,504,552,511
39028,794,0,0,848,770,825,347,797
12378,571,0,0,858,544,543,511,906
44518,824,0,0,369,377,877,375,967
5844,893,1,1,893,746,886,913,329
31418,691,1,1,691,685,690,686,933
33425,597,0,0,820,788,819,514,875
18775,477,0,1,225,477,483,614,478
7879,262,1,1,262,554,243,238,555
19867,310,0,1,698,310,579,348,563
3093,762,0,0,963,724,976,716,730
4756,385,1,1,385,108,421,405,147
37466,256,1,1,256,257,287,545,262
1807,317,0,1,303,317,305,300,762
715,687,0,0,677,898,840,308,333
29478,29,1,1,29,87,106,71,26
2728,952,1,1,952,758,819,591,960
21048,959,0,0,894,921,788,779,707
23075,507,0,0,536,574,979,535,971
39881,804,0,1,346,804,355,354,349
8325,329,1,1,329,331,471,465,738
38793,426,1,1,426,826,239,428,439
14306,37,1,1,37,92,166,67,963
42566,252,0,1,288,252,238,235,273
38269,662,0,0,675,927,516,884,673
13139,774,0,1,749,921,774,898,835
45759,311,0,0,677,944,912,308,299
11104,164,1,1,164,157,71,101,10
47764,564,1,1,564,259,721,683,684
46876,285,0,0,284,283,917,561,762
26277,534,1,1,534,559,524,593,509
5517,723,0,1,306,723,366,679,722
29182,923,0,0,790,770,677,911,938
33976,779,1,1,779,374,959,572,272
32664,998,0,1,815,998,821,855,649
19534,664,0,1,559,664,659,579,534
48491,54,0,0,175,37,185,400,104
30659,745,1,1,745,744,630,357,644
345,593,0,0,559,306,277,336,555
7480,337,0,0,599,380,379,775,818
2378,854,0,0,866,794,825,833,896
29028,730,0,1,827,938,747,585,730
37036,91,1,1,91,145,208,126,210
13093,423,1,1,423,411,409,418,438
9867,731,0,1,313,300,731,316,305
42136,952,1,1,952,960,351,831,850
14756,336,0,0,310,799,509,309,291
15844,561,1,1,561,716,972,584,753
21418,935,0,0,866,757,369,800,291
8775,492,0,0,466,469,467,476,471
23425,608,1,1,608,9,202,65,120
17879,171,0,1,148,10,171,101,164
26627,223,1,1,223,336,790,352,949
16291,800,0,1,521,527,580,809,800
27935,853,0,1,847,797,853,896,854
45309,682,1,1,682,679,571,596,720
13569,681,1,1,681,596,834,715,243
38639,616,0,0,450,974,844,768,885
47334,561,0,0,518,800,583,337,570
11554,410,1,1,410,441,402,408,426
25908,989,0,0,881,239,826,816,382
19164,509,0,0,814,730,514,902,805
32234,755,1,1,755,581,827,779,758
3990,534,0,0,978,560,863,929,664
30209,924,0,1,770,259,547,924,759
5147,269,0,0,689,683,780,701,366
2682,574,0,1,781,899,817,810,574
10851,722,0,1,701,719,248,686,722
26430,678,1,1,678,685,701,933,694
8098,307,1,1,307,310,584,276,819
16086,364,1,1,364,367,719,366,363
11743,1000,0,0,309,706,727,687,702
47123,663,1,1,663,730,322,571,662
19373,652,1,1,652,815,998,969,953
32023,623,0,1,865,623,949,335,514
5350,502,0,1,561,502,546,379,536
2495,367,0,1,360,367,366,363,724
152,917,1,1,917,850,560,375,376
7697,424,1,1,424,425,426,410,439
37221,616,1,1,616,620,613,618,614
6985,786,1,1,786,213,119,388,106
19689,823,1,1,823,952,819,889,874
13284,199,0,1,75,134,180,199,207
22920,66,0,0,204,200,130,20,90
14541,266,0,1,725,271,268,266,274
42321,329,0,1,331,329,730,320,319
8562,16,1,1,16,44,73,182,48
23632,758,0,0,971,968,509,967,810
47573,687,0,0,963,922,890,524,699
11313,288,1,1,288,252,275,253,237
26060,85,1,1,85,30,206,153,201
23798,224,1,1,224,326,619,229,617
5700,532,1,1,532,536,518,779,528
49994,214,0,1,24,214,144,46,194
18831,828,1,1,828,380,851,838,378
29395,857,0,1,659,934,764,857,517
32473,409,1,1,409,411,417,387,382
19723,664,0,0,768,670,672,336,892
48686,263,1,1,263,800,539,542,289
4812,233,1,1,233,942,338,931,966
37671,860,1,1,860,940,514,582,755
32189,542,0,1,503,251,542,231,230
502,53,1,1,53,188,101,129,157
36963,460,1,1,460,462,461,620,653
43863,323,1,1,323,740,742,739,322
23262,96,1,1,96,104,73,185,166
8132,232,1,1,232,942,233,622,238
38584,108,0,1,120,108,381,295,80
42771,656,1,1,656,981,658,652,657
14111,579,1,1,579,512,804,559,593
47089,497,0,0,614,656,620,618,451
27221,715,1,1,715,242,221,241,245
16985,371,0,1,380,371,676,775,862
9689,556,1,1,556,978,764,929,863
47820,627,0,0,486,324,981,866,487
46732,424,1,1,424,429,422,425,427
10152,603,0,0,607,627,626,610,605
17697,788,1,1,788,777,831,958,819
33632,224,1,1,224,610,628,625,639
18562,232,1,1,232,542,251,862,377
3284,301,1,1,301,317,300,303,316
32920,583,0,0,965,508,533,929,857
4541,366,0,0,598,292,367,992,854
6086,541,0,0,355,538,923,624,348
1743,893,1,1,893,618,383,624,619
851,896,0,1,854,896,502,186,881
36430,474,1,1,474,468,472,963,476
18098,363,0,1,359,14,248,363,364
43530,311,1,1,311,976,298,297,296
15350,168,1,1,168,110,118,190,124
12495,251,0,1,699,251,542,234,700
22023,923,0,0,251,366,318,542,984
9373,600,1,1,600,605,606,54,10
10502,326,1,1,326,229,974,704,793
46362,216,1,1,216,78,205,3,58
26963,909,0,0,899,815,776,967,837
27671,561,1,1,561,583,917,524,839
22189,402,1,1,402,396,406,419,403
28584,112,0,0,139,90,64,200,170
4111,302,1,1,302,301,305,801,668
49097,230,1,1,230,503,231,323,545
18132,215,1,1,215,13,430,195,405
33262,805,1,1,805,815,821,871,909
36060,357,1,1,357,722,630,644,750
33798,877,0,1,790,877,732,571,591
1313,82,1,1,82,95,89,143,173
9723,261,0,1,687,697,706,261,287
22473,598,0,0,604,606,545,600,538
14812,379,0,0,570,306,721,809,590
15700,882,0,1,287,882,262,257,280
43160,512,1,1,512,521,532,536,959
46698,276,1,1,276,260,249,261,264
8831,960,0,0,958,811,907,777,546
39395,828,1,1,828,721,383,409,384
1606,930,0,0,711,703,708,706,710
36575,786,0,0,758,513,509,809,587
2929,393,1,1,393,392,390,403,394
914,780,0,0,989,723,683,690,722
34548,425,1,1,425,420,424,350,781
49078,880,0,1,966,943,909,967,880
39680,343,0,0,350,356,354,341,349
17228,498,1,1,498,451,455,446,193
41448,282,0,1,278,279,282,280,249
15215,539,0,0,335,686,963,853,355
43475,426,1,1,426,429,424,410,414
38992,123,0,1,106,123,29,71,152
9236,288,1,1,288,253,252,238,275
22166,514,0,0,698,922,601,493,526
47965,787,0,1,219,584,787,541,809
25359,995,1,1,995,598,923,565,801
27364,300,1,1,300,687,305,706,316
45958,55,0,1,76,55,153,30,85
10017,705,0,0,568,294,923,856,714
46677,433,1,1,433,386,435,407,614
18427,711,1,1,711,963,709,706,777
33777,590,1,1,590,982,464,938,367
49582,965,0,0,797,942,800,776,770
4404,115,1,1,115,114,79,86,18
30858,770,0,0,639,598,631,855,565
32865,276,1,1,276,374,272,554,847
28091,60,1,1,60,110,146,154,191
6439,108,0,1,162,108,295,293,214
36125,397,1,1,397,399,398,412,392
49428,841,1,1,841,860,868,951,877
34118,123,1,1,123,156,210,143,36
1256,796,1,1,796,899,770,759,911
6593,861,1,1,861,962,882,290,545
14957,106,0,1,49,106,151,126,33
22536,878,1,1,878,746,893,327,812
9666,66,1,1,66,20,189,200,25
8974,575,1,1,575,997,758,792,841
12180,219,1,1,219,787,540,533,541
41018,769,0,1,821,938,814,998,769
17678,452,1,1,452,453,365,455,645
43025,16,1,1,16,183,195,78,74
15645,886,1,1,886,812,893,658,724
17382,879,0,0,749,921,967,889,964
26826,430,1,1,430,428,412,405,461
46227,850,1,1,850,377,599,502,967
10447,743,0,1,739,743,737,453,637
25709,891,0,1,842,984,891,547,928
27734,511,0,0,766,992,946,906,783
38838,924,0,1,767,924,782,994,923
4054,347,0,1,568,347,703,694,348
3791,26,0,0,81,61,196,145,88
6069,156,1,1,156,123,36,116,47
33327,975,1,1,975,620,539,108,953
2883,494,1,1,494,497,481,495,478
18077,874,1,1,874,952,983,819,958
17,648,0,0,816,225,28,796,62
48669,53,0,0,37,142,175,138,48
35359,916,1,1,916,880,856,292,973
37364,347,0,0,354,992,799,349,1000
42264,690,1,1,690,537,728,701,330
14404,353,1,1,353,354,336,347,349
20858,994,1,1,994,924,1000,767,916
38091,388,1,1,388,415,629,504,912
22865,445,0,1,758,445,768,338,873
40259,571,0,1,721,716,571,584,753
16439,572,1,1,572,860,851,590,954
23777,562,1,1,562,337,509,335,955
8427,869,0,1,510,313,869,550,511
26575,942,1,1,942,586,581,580,758
12929,860,1,1,860,292,220,851,923
10914,678,1,1,678,685,686,691,992
24548,120,1,1,120,78,24,194,147
47066,570,0,1,541,375,570,533,377
11606,222,1,1,222,749,778,779,936
48393,215,1,1,215,13,600,403,430
32166,14,1,1,14,212,444,22,193
28992,198,0,1,132,197,198,191,173
19236,387,1,1,387,386,639,393,654
29680,247,0,1,752,247,561,762,989
7228,515,0,0,307,705,534,313,251
5215,200,1,1,200,90,181,130,140
35709,842,0,1,928,939,842,835,546
48239,425,1,1,425,429,421,893,388
37734,800,0,0,573,781,574,568,930
28838,902,0,1,815,836,902,998,871
7382,362,1,1,362,367,363,366,361
36826,214,1,1,214,194,24,474,167
447,44,0,0,16,3,176,149,93
8077,958,0,0,255,277,291,294,292
23327,77,1,1,77,21,47,156,36
12883,150,0,0,588,151,45,176,17
43926,595,1,1,595,943,297,659,259
14054,286,1,1,286,920,882,287,257
42634,707,1,1,707,703,663,194,820
13791,327,1,1,327,321,328,320,629
16069,665,0,0,514,666,509,660,859
40609,120,0,1,190,137,20,11,120
11256,203,0,0,834,185,75,568,234
47436,947,1,1,947,859,996,822,514
16593,700,1,1,700,692,690,733,923
26125,14,0,0,507,217,458,459,418
24118,38,0,1,332,206,85,38,464
2180,353,0,0,355,344,781,584,343
18974,7,1,1,7,169,182,48,16
7678,632,0,0,538,335,726,684,904
5645,723,1,1,723,199,721,203,111
4957,564,0,0,728,539,342,517,804
19666,368,0,0,235,596,719,681,243
32536,321,1,1,321,320,318,327,325
20622,454,1,1,454,657,365,648,618
17551,128,0,1,124,128,171,43,60
41331,767,1,1,767,782,977,884,985
21930,951,0,1,892,951,375,676,984
10294,25,0,1,121,25,61,170,176
49701,960,0,1,958,883,960,819,895
5995,351,0,0,791,531,963,347,543
34231,364,0,1,922,945,253,364,249
4687,126,1,1,126,33,210,70,64
48813,801,1,1,801,986,871,910,68
28212,740,1,1,740,741,742,993,873
3142,228,0,0,919,734,796,806,974
1485,25,1,1,25,90,181,200,139
6340,592,1,1,592,814,546,575,647
31033,629,0,1,625,629,623,636,621
39403,360,0,1,712,103,363,167,360
12753,326,0,1,319,328,332,326,327
44133,553,1,1,553,869,510,551,548
15096,56,1,1,56,158,116,69,191
25420,313,0,1,550,313,510,869,556
13841,555,1,1,555,554,381,289,539
44099,305,1,1,305,550,666,556,534
41761,58,1,1,58,51,67,28,155
17101,506,1,1,506,848,802,252,918
20272,907,0,1,371,356,354,640,907
40873,851,1,1,851,765,884,572,936
35973,192,1,1,192,83,196,125,191
3512,863,1,1,863,762,515,508,978
28642,70,0,1,51,211,70,126,181
29950,328,1,1,328,326,622,233,625
31199,28,1,1,28,9,155,58,1
34661,964,0,1,837,961,964,921,889
49351,64,1,1,64,187,112,42,184
7802,999,1,1,999,616,613,864,736
31463,233,1,1,233,220,942,950,804
6710,43,1,1,43,171,128,89,124
20788,392,0,1,398,392,388,394,415
25070,981,0,1,101,981,654,610,742
44563,448,0,0,103,442,444,443,456
12303,650,1,1,650,655,648,453,647
39053,690,0,0,923,701,685,235,243
21033,533,0,0,674,850,965,934,857
11485,810,0,0,189,506,25,794,951
40520,604,0,1,606,604,605,600,631
16340,103,0,1,172,29,125,158,103
35420,435,1,1,435,419,436,415,392
48110,860,0,1,590,860,572,851,826
3841,116,1,1,116,56,87,158,123
2753,993,1,1,993,616,830,613,813
29403,379,1,1,379,862,984,676,597
5096,980,1,1,980,521,959,659,929
7551,149,0,1,15,149,3,118,197
31930,157,1,1,157,737,101,968,164
294,289,1,1,289,539,295,781,381
30622,501,0,1,500,631,465,501,499
14687,975,1,1,975,873,830,704,332
45722,261,1,1,261,697,308,677,706
13142,990,0,1,602,605,609,600,990
38212,320,0,0,319,829,822,740,859
44830,880,0,0,774,930,223,346,355
15995,577,0,0,574,536,783,511,673
24231,895,0,0,883,531,901,546,991
45688,966,0,0,711,759,709,848,786
16710,186,0,0,721,172,106,408,43
40170,370,0,0,369,375,815,580,380
17802,838,0,0,744,613,225,614,812
21463,931,1,1,931,966,997,817,888
29053,530,0,1,918,531,895,589,530
2303,196,1,1,196,50,192,133,60
30788,995,1,1,995,923,598,700,565
48540,428,0,1,421,430,428,483,436
35070,691,1,1,691,897,692,699,690
30272,904,0,0,705,726,668,567,667
7101,277,0,1,254,277,291,255,294
39950,291,1,1,291,374,382,277,275
21199,691,1,1,691,897,692,693,685
24661,948,1,1,948,806,671,662,734
25973,325,1,1,325,738,737,703,736
38642,584,1,1,584,917,527,583,843
13512,386,0,0,392,402,403,406,407
45372,364,1,1,364,367,363,366,719
5429,651,1,1,651,451,484,485,477
31875,171,0,1,124,171,128,50,197
33848,84,1,1,84,89,187,173,197
7414,849,1,1,849,776,805,908,866
30767,685,1,1,685,701,995,699,897
38357,313,1,1,313,550,661,857,556
13007,29,1,1,29,87,106,172,141
45667,1000,0,0,572,841,988,575,536
46948,397,0,0,464,403,404,401,400
24374,23,1,1,23,175,48,195,13
26349,631,0,0,609,224,603,615,611
44975,385,1,1,385,439,186,420,474
21176,41,0,1,2,172,3,71,41
16205,379,1,1,379,531,569,570,676
40465,941,1,1,941,759,222,591,855
14238,678,1,1,678,686,685,690,990
42458,327,0,1,323,859,327,768,841
37558,451,0,0,466,483,225,495,471
3904,463,1,1,463,469,466,479,481
1939,472,0,1,638,475,457,472,469
48055,338,0,0,351,590,581,379,502
35565,390,1,1,390,393,438,427,412
29546,87,1,1,87,71,56,29,158
2616,119,1,1,119,151,29,49,97
1893,972,0,0,835,774,939,919,928
30337,677,1,1,677,690,685,990,691
5079,706,1,1,706,687,703,835,869
781,652,1,1,652,620,459,445,850
7044,459,0,1,6,459,14,167,212
24724,986,1,1,986,871,805,817,690
26719,824,0,1,380,828,526,824,820
39815,998,0,0,836,847,794,748,837
45237,711,0,0,840,790,331,591,888
13457,424,1,1,424,425,746,429,203
38707,206,1,1,206,85,153,30,34
25836,721,1,1,721,702,917,923,701
14392,907,1,1,907,370,502,934,809
9959,748,0,0,856,843,727,589,548
40035,642,0,1,430,628,330,642,412
16655,235,1,1,235,243,244,238,564
42008,926,0,1,709,866,926,763,788
14668,169,1,1,169,147,16,61,95
11190,411,1,1,411,412,391,409,413
21526,168,1,1,168,110,197,61,155
17947,455,1,1,455,472,501,458,450
5583,141,0,1,172,141,87,176,125
2246,207,1,1,207,18,132,150,176
29116,256,1,1,256,684,721,718,912
37108,328,1,1,328,721,386,607,388
35135,529,0,1,523,578,959,529,863
48405,865,0,0,675,674,660,307,983
6205,933,0,1,686,701,933,690,692
4238,279,0,0,220,748,752,957,964
31176,288,1,1,288,253,264,249,278
44076,100,0,1,138,100,135,183,137
12616,780,1,1,780,690,686,933,897
39546,718,0,0,223,339,306,227,712
27558,631,0,0,600,602,605,632,606
13904,350,1,1,350,546,934,907,502
11939,961,0,0,338,676,378,846,951
25565,866,1,1,866,833,794,825,881
20767,835,0,0,850,787,809,504,934
43249,157,1,1,157,40,48,182,173
15429,849,1,1,849,908,936,954,594
21875,426,1,1,426,424,429,427,422
23848,739,0,1,743,739,338,321,741
41274,380,0,0,981,746,486,806,730
17414,276,1,1,276,778,260,277,293
34374,701,1,1,701,690,681,596,686
49644,893,0,0,981,746,327,653,956
36349,589,1,1,589,535,785,574,41
3007,782,0,1,846,884,985,765,782
